615.528880866426, 830.1859205776174, 1
561.3772563176896, 755.456678700361, 2
620.9440433212997, 615.7454873646209, 3
584.1209386281588, 584.3375451263537, 4
558.1281588447653, 557.2617328519855, 5
538.6335740072202, 546.4314079422383, 6
538.6335740072202, 477.11732851985556, 7
537.5505415162455, 461.95487364620936, 8
540.7996389891697, 395.88989169675085, 9
555.9620938628159, 337.40613718411544, 10
574.3736462093863, 317.9115523465704, 11
612.2797833935018, 271.341155234657, 12
645.8537906137184, 232.35198555956674, 13
689.1750902527075, 207.442238267148, 14
731.413357400722, 194.4458483754512, 15
747.6588447653429, 191.19675090252701, 16
835.3844765342959, 203.11010830324904, 17
860.2942238267148, 211.77436823104688, 18
899.283393501805, 238.8501805054151, 19
953.4350180505414, 249.68050541516243, 20
1004.3375451263537, 258.3447653429603, 21
1064.9873646209385, 273.50722021660647, 22
1068.2364620938627, 335.24007220216606, 23
1062.821299638989, 361.2328519855595, 24
1040.0776173285199, 457.62274368231044, 25
957.7671480144403, 454.37364620938627, 26
931.7743682310469, 450.04151624548734, 27
901.4494584837545, 448.9584837545126, 28
863.5433212996389, 447.87545126353785, 29
847.2978339350179, 513.9404332129964, 30
850.5469314079422, 558.3447653429603, 31
847.2978339350179, 600.5830324909747, 32
797.4783393501805, 591.9187725631768, 33
755.2400722021661, 569.1750902527076, 34
549.4638989169675, 602.7490974729242, 35
518.0559566787003, 584.3375451263537, 36
469.3194945848376, 481.4494584837545, 37
442.24368231046935, 392.6407942238267, 39
515.8898916967509, 370.9801444043321, 40
507.22563176895306, 335.24007220216606, 41
441.1606498194946, 348.23646209386277, 42
398.9223826714802, 351.48555956678695, 43
406.5036101083033, 327.6588447653429, 44
429.2472924187726, 267.0090252707581, 45
464.98736462093865, 217.18953068592054, 46
515.8898916967509, 165.20397111913348, 47
506.1425992779784, 233.43501805054143, 48
496.39530685920585, 246.43140794223825, 49
526.7202166064982, 271.341155234657, 50
549.4638989169675, 295.167870036101, 51
586.2870036101083, 257.26173285198547, 52
564.6263537906137, 236.6841155234656, 53
590.6191335740072, 155.45667870036095, 54
668.5974729241876, 125.13176895306856, 55
725.9981949458484, 111.05234657039705, 56
681.5938628158844, 183.61552346570397, 57
785.5649819494585, 83.97653429602883, 58
796.3953068592057, 109.96931407942236, 59
811.5577617328519, 61.23285198555948, 60
842.9657039711191, 95.88989169675085, 61
854.8790613718411, 161.9548736462093, 62
967.5144404332129, 185.78158844765335, 65
1014.0848375451262, 323.32671480144404, 66
1050.907942238267, 329.8249097472924, 67
1041.1606498194944, 362.3158844765343, 68
1021.6660649819494, 357.9837545126353, 69
1077.9837545126352, 555.0956678700361, 70
1106.1425992779782, 536.6841155234656, 71
995.673285198556, 588.6696750902527, 72
980.5108303249096, 551.8465703971119, 73
963.182310469314, 480.36642599277974, 74
904.6985559566787, 478.2003610108303, 75
945.8537906137183, 512.8574007220216, 76
920.9440433212995, 559.4277978339351, 77
920.9440433212995, 605.9981949458484, 78
853.7960288808664, 646.0703971119133, 79
808.3086642599277, 699.1389891696751, 80
738.9945848375451, 718.6335740072202, 81
665.3483754512635, 716.4675090252707, 82
697.8393501805053, 609.2472924187725, 83
682.6768953068591, 556.1787003610108, 84
679.427797833935, 541.0162454873646, 85
799.6444043321299, 293.00180505415153, 86
806.1425992779783, 277.83935018050533, 87
845.1317689530686, 257.26173285198547, 88
829.9693140794224, 219.35559566787003, 89
788.8140794223826, 215.02346570397106, 90
792.0631768953068, 243.18231046931407, 91
758.4891696750902, 248.59747292418763, 92
725.9981949458484, 224.7707581227436, 93
725.9981949458484, 323.32671480144404, 94
725.9981949458484, 290.83574007220216, 95
751.9909747292418, 295.167870036101, 96
767.1534296028881, 287.586642599278, 97
749.8249097472924, 340.6552346570397, 98
793.1462093862815, 339.5722021660649, 99
746.5758122743682, 393.7238267148014, 100
793.1462093862815, 399.1389891696751, 101
854.8790613718411, 382.89350180505414, 102
861.3772563176894, 323.32671480144404, 103
897.1173285198555, 325.4927797833934, 104
844.0487364620938, 424.0487364620938, 105
906.864620938628, 383.97653429602883, 106
930.6913357400721, 416.4675090252707, 107
903.6155234657039, 418.6335740072202, 108
772.5685920577616, 455.456678700361, 109
816.9729241877255, 460.8718411552346, 110
751.9909747292418, 504.1931407942238, 111
735.7454873646209, 484.69855595667866, 112
772.5685920577616, 530.1859205776173, 113
695.673285198556, 517.1895306859205, 114
766.0703971119133, 621.1606498194946, 115
779.0667870036101, 612.4963898916967, 116
829.9693140794224, 676.3953068592058, 117
711.9187725631768, 694.8068592057762, 118
945.8537906137183, 305.99819494584835, 119
937.1895306859205, 362.3158844765343, 120
1030.330324909747, 400.2220216606498, 121
1019.5, 452.2075812274368, 122
481.23285198555965, 209.6083032490974, 123
454.15703971119143, 432.71299638989166, 124
388.0920577617329, 456.5397111913357, 125
886.2870036101083, 278.92238267148014, 126
889.5361010830325, 163.0379061371841, 127
598.2003610108303, 479.28339350180505, 128
617.6949458483754, 523.6877256317689, 129
583.0379061371841, 518.2725631768953, 130
631.7743682310469, 284.3375451263538, 131
637.1895306859205, 261.59386281588445, 132
620.9440433212997, 324.40974729241873, 133
